path,container,payload,mode,width,height,alpha_min_max,transparent_pixels,partial_alpha_pixels,opaque_pixels,container_sha256,payload_sha256
src/bin/Data/Interface/command.ozj,.ozj,original/Interface/command.jpg,RGB,256,256,"[255, 255]",0,0,65536,2d385a6fccf3f4a735f22ee36ac8ac83c07d44eaf54572021a8c330d3885cafa,b17b7f7188444ede96900d5e828ab11b54243c0e75c8428341a9cb5cdf860482
src/bin/Data/Interface/cr_gr.OZT,.OZT,original/Interface/cr_gr.tga,RGBA,130,126,"[0, 252]",882,15498,0,5da8fea6d73ce6de88951c6640150b49b963041b0609dd5c5171b103ffd60ecb,990b2847139ce369cc85c67dda20e0c9d8790d45a8d32ea1046bee4ba1ab531e
src/bin/Data/Interface/cr_gr2.OZT,.OZT,original/Interface/cr_gr2.tga,RGBA,130,126,"[0, 252]",882,15498,0,ed89b272d0a4618ce93e72d278c0cb6e3a164c3bde4eb02069bef42a5176c56f,86b5e89d6a57042f6fd5aadab01f2be45c6675a8b877ceeb36508238af3a7da7
src/bin/Data/Interface/cr_mu_lo.OZT,.OZT,original/Interface/cr_mu_lo.tga,RGBA,290,41,"[0, 255]",5986,4154,1750,803754bb95b489707ca5a33d4d3ebb39153f95da04a886b8c370728b3213386e,7d382ec146ead99eba53ad8a0aa6fb19e45149ee936692d1f2429c3687060820
src/bin/Data/Interface/crywolffortress.OZT,.OZT,original/Interface/crywolffortress.tga,RGBA,166,90,"[0, 255]",7711,1906,5323,513dafd9f9056d9046aebd611fb5f38da1287983e223ada28d2dfb4fe7e127f2,c3cd351edf1a68ecb785db50f257de10a44c520078bee9bc6310e183571981bb
src/bin/Data/Interface/deco.OZT,.OZT,original/Interface/deco.tga,RGBA,189,103,"[0, 255]",14555,1837,3075,9546214aa55a652113bfafab60ee14af9ec887b80081fc41bce4e6263e8f5a33,33c215ea11e4aa9cbb005cbe3bbd3b5b501773992466fc161ad0d28586ef349f
src/bin/Data/Interface/delete_secret_number.OZT,.OZT,original/Interface/delete_secret_number.tga,RGBA,171,23,"[117, 255]",0,52,3881,cd59865c2a05b13d65b8b45d4db4a2579a9fd16143978117ed579558b2d871b4,faf086e3dfdeb8d329075f9b0308846303cded99ebc8a3bf4fbac346672f48f5
src/bin/Data/Interface/devias.OZT,.OZT,original/Interface/devias.tga,RGBA,166,90,"[0, 255]",8470,2001,4469,c54cba0fd6f6dcb52d472da8473a6247e8ac9d8d1ba62bec620cd5c070a3bc45,8f46245ba0b14657fe1dee6e8fd51cd17e6d04003b2b77fc10a3b1a5f5475fcd
src/bin/Data/Interface/devilsquare.OZT,.OZT,original/Interface/devilsquare.tga,RGBA,166,90,"[0, 255]",8164,1820,4956,f49388e7e85f21d085235cf8da46ba32daabb4c31d3c220b393e17ce8e03876b,fed15427e848f0b4d6a8c42fb4b5091c52fcd9012eefe5e4a57dd301ee366fd7
src/bin/Data/Interface/doorCL.OZJ,.OZJ,original/Interface/doorCL.jpg,RGB,155,168,"[255, 255]",0,0,26040,597eee0dfedaeed48621579e34e74c228ade97af731d24fe88bd1dd27b7b42ca,a929f777b94d84868f85d25d0d1f11f730abb4b64ed5f2915bc5a49fa0ef065f
src/bin/Data/Interface/doorOP.OZJ,.OZJ,original/Interface/doorOP.jpg,RGB,155,168,"[255, 255]",0,0,26040,8de5aac9bda172e750a1c4cf7631abae9b2437ce51d4824e66b8911c0fff2ab5,c5c304070e065b90a5090de185e3019a14b2ca51ec0dc03addd1d3d01e7824e6
src/bin/Data/Interface/dot.OZT,.OZT,original/Interface/dot.tga,RGBA,3,9,"[0, 255]",9,16,2,6c8d44c6f20c91f4c1180fd2aaffcad1d908bf8982490310ced6abd78eb01f63,7c46a4bf97d9b60c9a75566c70636f4cd91aa6bd9522e734c0a252e8c04c5f37
src/bin/Data/Interface/duelarena.OZT,.OZT,original/Interface/duelarena.tga,RGBA,166,90,"[0, 255]",9005,1606,4329,623bab5af9e48d50c70c2322d1916069ca8290912333e69e1d5084f8cc45cd84,cf54187d560ab25995140f5216dcdb97963b5e52774d8721b53d0cb8113b1542
src/bin/Data/Interface/dungeun.OZT,.OZT,original/Interface/dungeun.tga,RGBA,166,90,"[0, 255]",9851,1387,3702,5163824492a0334da6a07c8d8dfe40ebb6b648def6549d4539601255f4a9b4e4,f3785849ac94dcc8c388b21d5f538d07c9b7dc3c37540e06c68b64fc8b93e633
src/bin/Data/Interface/exit_01.OZJ,.OZJ,original/Interface/exit_01.jpg,RGB,24,24,"[255, 255]",0,0,576,ff30ea6b7b373ee74142c071fd0ada8c4e9559ec5f86e37a68c7539dda7a1c92,a83b5aad093029dc2301fcde3d38be909f2547566342eaf9386e9c531d1eb482
src/bin/Data/Interface/exit_02.OZJ,.OZJ,original/Interface/exit_02.jpg,RGB,24,24,"[255, 255]",0,0,576,003107b1a37be4e84e889ace07d7211ded6e976eb780a7452bf7ae2ef5b736cf,e87a998a088a712e69ae273829d5ee85c5b93546abd5f13a4d5ca1a307c67225
src/bin/Data/Interface/frame.OZT,.OZT,original/Interface/frame.tga,RGBA,151,173,"[0, 255]",15493,3,10627,d7e67cf67924c85d476c00d5bee88dab93b6658ecd2733c4afef68920800f05f,b40801adcd78133f745925c4e07519044ca6918c3b7727a836ec077b7111e2c3
src/bin/Data/Interface/gamecensorship_12.OZT,.OZT,original/Interface/gamecensorship_12.tga,RGBA,99,116,"[0, 255]",20,37,11427,72f587976276ef47c71eaed0cf7ff619694baeb58565ec4249aab46c64431ff4,af2a463a3fab17495d40067ca93d4b86d6a5f75352b81277a265ca43f6c686d6
src/bin/Data/Interface/gamecensorship_15.OZT,.OZT,original/Interface/gamecensorship_15.tga,RGBA,99,116,"[0, 255]",20,37,11427,4e9d5546193164016203b500f0b7325a5c8bfdb1249ec62d65494617a46c791b,ff4c1eda3a263c2e25adb7deea428e49f532e390a87fbeeb966bbe2bf59f29f0
src/bin/Data/Interface/gamecensorship_18.OZT,.OZT,original/Interface/gamecensorship_18.tga,RGBA,99,116,"[0, 255]",20,37,11427,6ebe0dc462cdc901c01a36c66549b284abe5f0ec647c88c2cde52d6e5565e573,8e7b71ad3a52280ea7c7e1252586c4b496036f4d1351b61e29aec3862acabf12
src/bin/Data/Interface/gamecensorship_fear.OZT,.OZT,original/Interface/gamecensorship_fear.tga,RGBA,99,116,"[0, 255]",20,37,11427,dd9309971f444c3424c687c539cab90da4b558b2e9f2ee6051d8e42d87a2311a,116e91b7688d69f6c0c00a38700c8604195a9be37bfcfb4337381ade6ff9cb7a
src/bin/Data/Interface/gamecensorship_vio.OZT,.OZT,original/Interface/gamecensorship_vio.tga,RGBA,99,116,"[0, 255]",20,37,11427,53b338a4c089e1c1f65ebec9d5402a5f5f9473cf806f8dd45c68da96a968009b,f6760babaf5d680a6275e9fecbc99a08d9a98a8b841caf0eed21428e9798468b
src/bin/Data/Interface/gate_button1.OZJ,.OZJ,original/Interface/gate_button1.jpg,RGB,24,24,"[255, 255]",0,0,576,cf5c07d5b957c2877ae2ec7a90f16387658c4fae1807329e986e609875e09305,63903b36f42ce3f5ac23b1eeda860028c27df20358b7f32bcc9b252c0e66a2b0
src/bin/Data/Interface/gate_button2.OZJ,.OZJ,original/Interface/gate_button2.jpg,RGB,24,24,"[255, 255]",0,0,576,46e61416d79a5bb906cd2d1d51152c00ee4c2d442a47c953d8e8b9223b99e155,d091f1a8badec0c7890141d90752cee5b43a1ea060934815dc3e9a9c6b0d33eb
src/bin/Data/Interface/guild.OZT,.OZT,original/Interface/guild.tga,RGBA,8,8,"[255, 255]",0,0,64,b659c6fbc403d7f4a2ac4d8068c90ec1664519894a939946fca3ac8d01a5fb7e,f03d450d22d89db3a296ae0cf320a9c08231922f0ce9070670f47c213ac60b2e
src/bin/Data/Interface/hit.OZT,.OZT,original/Interface/hit.tga,RGBA,27,15,"[0, 255]",185,106,114,c47e941d9d82463cd0ebacae0ae485c87e58aca270ac3c1ed104c3ab8268dff0,e625df8e7543ec491f7c69cb9cfe6dcf7b0051b145f8b45067ebc49e7227e4a2
src/bin/Data/Interface/hourglass.OZT,.OZT,original/Interface/hourglass.tga,RGBA,154,23,"[0, 255]",671,331,2540,4a9463572757f22e4d1070d8b1a0d2f705a3188373be016f97ca08120ba11f1f,082ffd1bffee1fd73f233cb9130f96eff6474366a3a575df8069bceda23a991f
src/bin/Data/Interface/i_attack.OZT,.OZT,original/Interface/i_attack.tga,RGBA,13,13,"[0, 255]",80,0,89,f49e0ef2202dce03a5d20fc509074fd6563f8cce04bd469f0acafe6a40f304bf,315910ab2c15557ebf7b58f841f499e81c1f48bbd0bf825143e57d9448126e5c
src/bin/Data/Interface/i_defense.OZT,.OZT,original/Interface/i_defense.tga,RGBA,18,15,"[0, 255]",149,0,121,37d21f5d971c06b50b76c06933bd707f84686854101afdb2060b052ed07feedf,3b816a8884c793f88ba3b5a04e87d606ca712eab935835368cb0727e7a4e9c9e
src/bin/Data/Interface/i_wait.OZT,.OZT,original/Interface/i_wait.tga,RGBA,11,12,"[0, 255]",32,0,100,425ace48e533e1bf1eeae455cb5094304c2c46367dae2e2e287cfb86b1a02893,7989c97c2b96d5dd8c245e8ab0bcb0d25b055e87d9d174cc151713fba9148ec2
src/bin/Data/Interface/icon_Rank_0.OZT,.OZT,original/Interface/icon_Rank_0.tga,RGBA,15,19,"[0, 255]",56,48,181,59a6807206e3ca5497b1f2e1b9e2c98d44da9a387c1858b1b5a38793d6487da0,db37dba6ef934d3587a3f4bbbf358125a62f9735c81a715b2f5e7b993474f332
src/bin/Data/Interface/icon_Rank_1.OZT,.OZT,original/Interface/icon_Rank_1.tga,RGBA,15,19,"[0, 255]",113,47,125,815e4df53eabbbd62c592964cd5061c2abbf330547646e91cd1c118f9e938104,db771d90aa15a1e6f5331515adf85c6548bcb47fb6bdcb23bc598c6430827da6
src/bin/Data/Interface/icon_Rank_2.OZT,.OZT,original/Interface/icon_Rank_2.tga,RGBA,15,19,"[0, 255]",70,60,155,2927879ef55533382a77d88fb5ddb0249c7684cce40fe9c2c25472e7cd355205,d0312f3d60fe3eb37c9797c0c0c28ece6b1407b7b38242f6e79df202e34d7c77
src/bin/Data/Interface/icon_Rank_3.OZT,.OZT,original/Interface/icon_Rank_3.tga,RGBA,15,19,"[0, 255]",69,67,149,9d84f3bfd3d8f55c474d6723a552eb8a743f56023cf93e2b93d713aa35e1385d,7648c8b97b0a83c618fb943227fb4630c016e52418e010146a0e02173672383c
src/bin/Data/Interface/icon_Rank_4.OZT,.OZT,original/Interface/icon_Rank_4.tga,RGBA,15,19,"[0, 255]",93,48,144,35b1fd40f6d198fc26dd3b69d652d2b8bd05792c5d534eb97531176bcc0b535e,130fd9b1daf38209276b7db73626095a2f91ce0fb463012b6d7588617d91ef0d
src/bin/Data/Interface/icon_Rank_5.OZT,.OZT,original/Interface/icon_Rank_5.tga,RGBA,15,19,"[0, 255]",58,59,168,6d0c228edcf4532361ffe09c4932c4009ef6cdec23817b3732893b60433fe909,98e932431bb3a7ff487dff7cdddb06847815cbf19320a4925f2f4017be6a3407
src/bin/Data/Interface/icon_Rank_6.OZT,.OZT,original/Interface/icon_Rank_6.tga,RGBA,15,19,"[0, 255]",71,51,163,c89fbf75c895fc3792da6d5e520a9a3e2e4ec052128a8ab80bb292d86705f8de,c46d1a396a8f496f597e55717316f89bc76c3d594e64b1d37f474d4988d0b842
src/bin/Data/Interface/icon_Rank_7.OZT,.OZT,original/Interface/icon_Rank_7.tga,RGBA,15,19,"[0, 255]",108,53,124,4e56c8f6214aa9ec9bf0dc76ce6e5e3759b55080ce7f6dc3055e6ede972eaa94,d9020ec6dc7bfe85731b68c89164515be22102fc34958663e7939d88b38ae2a1
src/bin/Data/Interface/icon_Rank_8.OZT,.OZT,original/Interface/icon_Rank_8.tga,RGBA,15,19,"[0, 255]",52,48,185,997843b89f4ead79f0579224250f7a9e7569efd585d12553dbe9ac648d50a9a9,d2a57e52b4376c40d0f0a08babf4c711835e5efb40d97b6bc02c60b4cd62977f
src/bin/Data/Interface/icon_Rank_9.OZT,.OZT,original/Interface/icon_Rank_9.tga,RGBA,15,19,"[0, 255]",73,49,163,21416735ae757340b45fe629faf72d237e56da33fd9a9b1136c92ba6d81d1ace,fc729376a21add490b57225c7612c22df019b30cc66d1f897fa561b93ca3efda
src/bin/Data/Interface/icon_Rank_A.OZT,.OZT,original/Interface/icon_Rank_A.tga,RGBA,29,28,"[0, 255]",374,96,342,5de8debc358524be831cba706e1cb69f11b972f8c8f81f6341721e985e485b3b,925dcb8531feda3105b1a278e3c2c8ba1d3a255fff7c5156a096aca352f2299c
src/bin/Data/Interface/icon_Rank_B.OZT,.OZT,original/Interface/icon_Rank_B.tga,RGBA,29,28,"[0, 255]",217,113,482,9c049f7e183c6e42ef9af023f601bd168cb5d6a9a2db0e58cc5a77a98d3d3137,d471e47a497f9a5f10e817b48528256ff62ad029e7f93aea9d9a7c1d0f349405
src/bin/Data/Interface/icon_Rank_C.OZT,.OZT,original/Interface/icon_Rank_C.tga,RGBA,29,28,"[0, 255]",340,106,366,cf1b3b5dee46dc8208f9ef99041337c9e527aa0b30a42f3d182f819725e6ec36,b5200bb9cafaa5822533a9d008ea018a5832518166a485aba9a2345caa268c20
src/bin/Data/Interface/icon_Rank_D.OZT,.OZT,original/Interface/icon_Rank_D.tga,RGBA,29,28,"[0, 255]",222,109,481,a9776ae0cdf38e6f102d521f3c4dcf9597bb2e31538e88bb66a00fb2a442e17e,35bc1f767da0fce7e0981e1c6e5bb28f93cee1803817499570bb81c0b9a3d1ac
src/bin/Data/Interface/icon_Rank_S.OZT,.OZT,original/Interface/icon_Rank_S.tga,RGBA,29,28,"[0, 255]",321,117,374,7f5ea0172cdd8e196365b0b3642f9e8de4a409c35812ee0900bcfdbaee87e012,b3cc9fc653bbefc13f6fe80d251cba37488ec2c9a9012c6f0c469ac800d8adaf
src/bin/Data/Interface/icon_Rank_exp.OZT,.OZT,original/Interface/icon_Rank_exp.tga,RGBA,60,19,"[0, 255]",236,208,696,610671af3747a446bb80726449ff3ff8a48ac3e55a784925fb4b0ab5205cf180,8cea23606b3ee1de3af5a0facbe6aaa0a2ff6403ba6d71f1433dee5beceb1235
src/bin/Data/Interface/icon_Rank_rank.OZT,.OZT,original/Interface/icon_Rank_rank.tga,RGBA,110,28,"[0, 255]",856,447,1777,654e4dbdf51cc719fedae811082f43e12c6362d04d2221e3c068dd340117c12c,27a6c5d7abe4dbdbf6df8553f36f9e489ab93b3d2cba4617b7df258347edbefa
src/bin/Data/Interface/icon_Rank_table.OZT,.OZT,original/Interface/icon_Rank_table.tga,RGBA,196,141,"[0, 255]",21647,3004,2985,92df55a5a314f799f8cb5e423a7e38c6a5b2cac807ce593603a3aa8bc4aa10b9,cb0003bcbaedfd5f790606f9026a584428c58ef591aaf3458fb3b161e7605794
src/bin/Data/Interface/icon_failure.OZT,.OZT,original/Interface/icon_failure.tga,RGBA,329,94,"[0, 255]",15088,3633,12205,0b6d1cd0a72e4ebe96c5eb68d9ca0c4c4a5b37feeeb35b0621d2a4b7c0e28991,921cbea98c9b3020ddf3b9d7c8d29f66ed49daa5031450a080ac0c8bcdf68c87
src/bin/Data/Interface/icon_success.OZT,.OZT,original/Interface/icon_success.tga,RGBA,329,94,"[0, 255]",14603,3419,12904,063f80fa668576b02fa4f58601735684012dfc989ff94dea70bdc89fc766de57,8407410c2e9f82d43219891fd9fd6c3c2382ac90e21c3cc983beab27773927be
src/bin/Data/Interface/illusion_failure.OZT,.OZT,original/Interface/illusion_failure.tga,RGBA,351,115,"[0, 255]",22101,4544,13720,8913626facb3dbe5c528c740e84e8e25555227c5fc28debdbbf710c147849f5e,a3eddea7da58cdcefea687f9935a7a3d3328a8c02086dcbc90a41fb4a885dd34
src/bin/Data/Interface/illusion_success.OZT,.OZT,original/Interface/illusion_success.tga,RGBA,351,115,"[0, 255]",21166,5351,13848,25a1ac5a804f4c716d8bb9b5f1f0cb48b6a9089e0bfff9a64efe71074a379226,78211053e80bf0322a32c0e4b813ee1a7310a34af1dc2d5a61fd0d40253b1cc4
src/bin/Data/Interface/im1_1.OZJ,.OZJ,original/Interface/im1_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,25ed0a84769f5e6e5e7fcb8f3b46a9a16c71537ae09139089a9ad6261e3643c9,73c059c68db590a44628b8a4f5a843536137c842273e2ba3f2613f9a5da28b6a
src/bin/Data/Interface/im1_2.OZJ,.OZJ,original/Interface/im1_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,225c4512c279248766a7caed8cc17bc268c44ad2f83ec63918c8fca11b017924,6a0ab712e48345fea26c355421e576a4d2833f447320e7e41ac9372fe252251f
src/bin/Data/Interface/im2_1.OZJ,.OZJ,original/Interface/im2_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,3bc7c39679f4509f1055263db9f6be95cb02e78afb00c13a9481c7655ca952cd,ef3f975de524a25bd26d3da9be8954f8574c4a51d9ee62ba6b730d043ed62c6a
src/bin/Data/Interface/im2_2.OZJ,.OZJ,original/Interface/im2_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,fd40194b3428cad7571da4bdd331fe01ae467b2d1b40444b105fda5edeedddeb,9346a5d76d06db99126894ffda25f4e8acc6151181830f004c563268fb9e6f49
src/bin/Data/Interface/im3_1.OZJ,.OZJ,original/Interface/im3_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,15d16573f5b536a79697c361b2da5f264690a9a74836560ab6a41d08d94a0439,db41abb6095da4a0a1054acd1befa5811ef60cc88534a6a90ee6688d757fbefd
src/bin/Data/Interface/im3_2.OZJ,.OZJ,original/Interface/im3_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,b585dc94168073696b471d5f21b5bdb24bae7c037c12e865ca833744eca36f06,0adaa956cc455bb6be7afa806da01a7aed22344eafe6d3af9639a9ad5a73c44e
src/bin/Data/Interface/im4_1.OZJ,.OZJ,original/Interface/im4_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,22fe2a3f723c7d8946c2146991de579e8370a10986ff287e0c4ad3960a526d1c,a0386cf36a0ceb3e2c65975f266c3364d9368fb397a158f38bf299f6874da445
src/bin/Data/Interface/im4_2.OZJ,.OZJ,original/Interface/im4_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,3a6a9098e347bb518111cfaca45f1403822604c859291efe36d4aafb0343c3c5,82dd311d6daabfc68e3a0702c5ea5e08b9a0b323b82a32c1f92f976037111c82
src/bin/Data/Interface/im5_1.OZJ,.OZJ,original/Interface/im5_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,87df173efcbb201c14e06eb191e0d4cd5080d558c98505f0d5aefd522d15f340,dff4a2b0ef039dbb7b70c9912ed3449ac559bb919511662cd294b4dbbc62b683
src/bin/Data/Interface/im5_2.OZJ,.OZJ,original/Interface/im5_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,7d4f0256975c0e4e259facd103d7f7012859f8b965387abaf0ea5a33dcc1ae74,6cfc0eab7f055cd5db5965deea9c01081c25645dd06593d9205ae18f14d6a65c
src/bin/Data/Interface/im6_1.OZJ,.OZJ,original/Interface/im6_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,391d3c02c38d09b41b42fe99217e6d42ae37ae72a16a214d14ac0e783632beb0,cce692efaa94443798eb1a50d084fd0d4e1a97fbbc5061433b9ecc9fcba82c1c
src/bin/Data/Interface/im6_2.OZJ,.OZJ,original/Interface/im6_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,b43c3a3680f2a200ac8f676b0d49677c91afd3ab7f53c01b5ffb90e377e4a3c7,08ad865a08a9fdc0ff34fc5c00a67f97a41a08448ac75a28c06f2048acfd7b44
src/bin/Data/Interface/im7_1.OZJ,.OZJ,original/Interface/im7_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,d4d3cce6a2f3211318a6e5224d0e98983f9388e264e98f344938b7d39dbc2781,e6d7f65624be715599327328a3b5cf5ea08ff0d2a572bd05fb703cc9d248be15
src/bin/Data/Interface/im7_2.OZJ,.OZJ,original/Interface/im7_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,23d60fb0f58e94ed4f633f2a14ae20bcaac07f9f251ebebb4658e45c0eae5d70,da7f3200496b1b79ad47058bb862e93cc7030ea8b9617c04f58064a097d88d64
src/bin/Data/Interface/im8_1.OZJ,.OZJ,original/Interface/im8_1.jpg,RGB,400,400,"[255, 255]",0,0,160000,7024bf8e483378b02b41355eea024920878415fef6022bbca8f6d773817e965c,5853419c828558c81d5806a446232e2a1ef1f93ff74fc126eedbf2705b22ef17
src/bin/Data/Interface/im8_2.OZJ,.OZJ,original/Interface/im8_2.jpg,RGB,400,400,"[255, 255]",0,0,160000,5b0044ef1d259ed2db6dc8b0a568c7a4e15d004dd495ecd6f2fbfb0d6ceb0c0d,f7a15f8438d9569c7237020ee63fe243019deb8027c8fc2f5791834fd42f6948
src/bin/Data/Interface/in_bar.OZT,.OZT,original/Interface/in_bar.tga,RGBA,97,21,"[6, 255]",0,117,1920,e35d3f5f1b237b3d33c2508b555755715e14d3c91a69252bb4fb3d1ada48d1c6,28adc4116f28339e456e5998cf6816d738bd4f4c27ca9510b30177ffd68799a3
src/bin/Data/Interface/in_bar2.OZJ,.OZJ,original/Interface/in_bar2.jpg,RGB,68,8,"[255, 255]",0,0,544,1570eda6578655b1790c1b0e09b3d9027939fef3bc7bed9fea5de7e01f80e04f,ec02381a1eb8ace47c53175f76c3abfe81094bbc3163a810df27581be61b90e0
src/bin/Data/Interface/in_deco.OZT,.OZT,original/Interface/in_deco.tga,RGBA,20,9,"[0, 255]",48,97,35,e8b5afeb9ac7f1d2ffdb7a78179b2b521ff1426ea2352889083a6862c827fe89,c0388295cf0dc19ca404c67d5afad838c09e9bbafc6dca0b0bed6a13fab5af38
src/bin/Data/Interface/in_main-New.OZT,.OZT,original/Interface/in_main-New.tga,RGBA,122,119,"[0, 255]",3212,1568,9738,0ce466bbdf4e133787104830b88e52df74b875f7edb2da5bd4fe306eb1bcd2ae,8d82569ca7287358f392d8d14b894fc2ae5cfe653a25090f4eeb0d2aeae7fb24
src/bin/Data/Interface/in_main.OZT,.OZT,original/Interface/in_main.tga,RGBA,122,98,"[0, 255]",2595,1652,7709,180b6c6ce3197c7eccba46e6b52bf7a518253e8dc4cc3e6d219f2418f0e72d6a,e039e35148dedeff545d279c75b3251684bfc16dc90566e1be085f6ac2fe245f
src/bin/Data/Interface/in_main2-New.OZT,.OZT,original/Interface/in_main2-New.tga,RGBA,89,30,"[0, 255]",1158,702,810,208b0513f0465ad894304c79811981b3a0f90e18d2df4ae237c7521521f8232c,26b3dd507d12e6513731647b2b7e0323b2b8f3458b93556efdafa36943ba860b
src/bin/Data/Interface/in_main2.OZT,.OZT,original/Interface/in_main2.tga,RGBA,89,30,"[0, 255]",1158,702,810,bdfa975a7179f0985e60b1e43a60c9e1b09d10039f407c298b9fea4420c1ca53,b1f1de8b54ccd47d81a4e4e94f314599d942b98b1e581d6b0497a9f9b2fa36db
src/bin/Data/Interface/in_main_icon_bal1.OZT,.OZT,original/Interface/in_main_icon_bal1.tga,RGBA,15,15,"[0, 255]",26,27,172,d9963a0406bc22ae213090898ef6cf5ad3fe828889fec58c56478de15a09324b,a9b4ffddd7d50f51a30596393d6f2df7f3ef4e350a9b2496e88fabc84825629f
src/bin/Data/Interface/in_main_icon_dl1.OZT,.OZT,original/Interface/in_main_icon_dl1.tga,RGBA,15,15,"[0, 255]",10,80,135,fbd60a995cf87c37029e5bff1a81421efef60e4edff734749e34f4e10e00a8e8,2495b162c0610554982bde1ca8777565af27b4b7d5c5cf4e41548b108975c5e8
src/bin/Data/Interface/in_main_icon_dl2.OZT,.OZT,original/Interface/in_main_icon_dl2.tga,RGBA,15,15,"[0, 255]",10,80,135,9d9951d17688039e3ed670dcccbbacd17d2bf34b4e122bd041eaf6e759fafd28,18260fcb4cb5b9023e276a680806121eb6a3bf090b0b3fa0e2556a43f617175b
src/bin/Data/Interface/in_main_number0_2.OZT,.OZT,original/Interface/in_main_number0_2.tga,RGBA,13,13,"[0, 255]",20,49,100,f36c61be2893c3f3c049f35ed28a2eb48c23713ed9c2803a58ccd21478a1e9e0,af6a6aeefc25a21a4ce5553d6679626a3a20c09b4ef3aa50a2f05215e73b92c8
src/bin/Data/Interface/in_main_number1.OZT,.OZT,original/Interface/in_main_number1.tga,RGBA,13,13,"[0, 255]",20,48,101,530f49f0e4b036f95d805e616f0b66df53416688e631d3d08f2ba1a34c8fe490,3681be1743f9fecb6b94eb0404b108433f31f5cb3201f26ed21c4bb1c437ddc4
src/bin/Data/Interface/in_main_number1_1.OZT,.OZT,original/Interface/in_main_number1_1.tga,RGBA,13,13,"[0, 255]",20,49,100,75be49ac8d60397b8b59d997226b4b0be4b48ffcb9986ffcbfb26e6614fb06ca,ab1ecdb24fd4fd7ba70f271423afbd548f59d734386ad2dbefcdf866d5728621
src/bin/Data/Interface/in_main_number2.OZT,.OZT,original/Interface/in_main_number2.tga,RGBA,13,13,"[0, 255]",20,48,101,e79b34ae5fa0e6f0aa8ad77dae2382b4c0c6d02d88b6e9cc8f68e91bb8934039,e2c95b4092807fb2b11e711a5860f7f95d4873015642dc246a9bcc15907a2a38
src/bin/Data/Interface/in_main_number2_1.OZT,.OZT,original/Interface/in_main_number2_1.tga,RGBA,13,13,"[0, 255]",20,49,100,74072750c27d4005b44e33626016a49df5e15ba5c7e894ee5d9acf0d3ad8177a,64feb103aaa08a545fe92332d356b2c001127f25b7ff1e57363de4a255c3c0dd
src/bin/Data/Interface/kantru.OZT,.OZT,original/Interface/kantru.tga,RGBA,166,90,"[0, 255]",8972,1654,4314,b14ac8e8697b5ae8e3962b644c6e72c9321d41250a4d72b3019ff5a337c4a7ef,daaedfe4b2b6bf307ff23d52e1971fcd02aa840f3208024b08cbee051046d8d5
src/bin/Data/Interface/kundun.OZT,.OZT,original/Interface/kundun.tga,RGBA,166,90,"[0, 255]",7997,2021,4922,d19dc05470dc542472fb68a42aa04dcb129116380e37fef3cf12e31d4a5c40d4,12a878ce3a11cd5e3d1391324e54b9fdb0992460cba87f75d1d89def8a40e4ed
src/bin/Data/Interface/lo_121518.OZT,.OZT,original/Interface/lo_121518.tga,RGBA,256,206,"[0, 255]",38519,4121,10096,3f890347fb361d8f47f7fbc56f98f248003b8e381d6b9f8c88b33d746ff30429,3ab7f52393e4e5a3ef77bf5abd0ea042974aa55a4efbe0148377cb77430e941e
src/bin/Data/Interface/lo_back_01.OZJ,.OZJ,original/Interface/lo_back_01.jpg,RGB,512,478,"[255, 255]",0,0,244736,9e7e0f0fb885da090758921151db850f25ca604b3bf7814e54c71233250a8b04,96869031cd983f75e83e2ee24ce27ba7174ec6e7d67f41d4db9439e346793506
src/bin/Data/Interface/lo_back_02.OZJ,.OZJ,original/Interface/lo_back_02.jpg,RGB,288,478,"[255, 255]",0,0,137664,f2c1527a3745634e3c0475fa27672440e15e96233bcdac9423b039f4931718e8,d7005c6c20a148c06cfb03d90aa7897fc51317010addc6865c0c88c1c28c28a5
src/bin/Data/Interface/lo_back_im01.OZJ,.OZJ,original/Interface/lo_back_im01.jpg,RGB,512,512,"[255, 255]",0,0,262144,8aa29ba5ecfc6233285991f2cdf545f9517d9ef1a35799e06c0e98afb4446e35,f663373bdb7548a0aa4dcb0838545c8e07b6863801c6f35484f0444658dd6cba
src/bin/Data/Interface/lo_back_im01_Blue.OZJ,.OZJ,original/Interface/lo_back_im01_Blue.jpg,RGB,512,512,"[255, 255]",0,0,262144,fe6028f68c0d26607cce827d883c519dc2c27d15ffbdf9f4f08aec6eff8b062a,e8b878a9e6ef0860a6852fb74cd046d61905a9949a3043ed15b7b159ebadef93
