//Index   Group   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextState1   NextIndex2   NextState2   NextIndex3   NextState3   RequireIndex   RequireGroup   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireCooldown   DW      DK      FE      MG      DL      SU
51        18      12       0           257            0              53           1            54           2            *            *            51             18             4              131               140               *               *                 1       1       1       0       0       1       
52        18      12       0           257            1              *            *            *            *            *            *            52             18             1              *                 *                 *               *                 0       0       0       1       1       0       
52        18      12       0           257            1              *            *            *            *            *            *            52             18             4              131               140               *               *                 0       0       0       1       1       0       
53        18      12       0           257            1              *            *            *            *            *            *            53             18             1              *                 *                 *               *                 1       1       1       0       0       1       
53        18      12       0           257            1              *            *            *            *            *            *            53             18             4              131               140               *               *                 1       1       1       0       0       1       
54        18      12       0           257            2              *            *            *            *            *            *            54             18             2              *                 *                 *               *                 1       1       1       1       1       1       
54        18      12       0           257            2              *            *            *            *            *            *            54             18             4              131               140               *               *                 1       1       1       1       1       1       
55        18      13       0           257            0              56           1            58           2            *            *            *              *              *              141               160               *               *                 0       0       0       1       1       0       
55        18      13       0           257            0              56           1            58           2            *            *            55             18             0              141               160               *               *                 0       0       0       1       1       0       
55        18      13       0           257            0              56           1            58           2            *            *            55             18             4              141               160               *               *                 0       0       0       1       1       0       
55        18      13       0           257            0              57           1            58           2            *            *            *              *              *              141               160               *               *                 1       1       1       0       0       1       
55        18      13       0           257            0              57           1            58           2            *            *            55             18             0              141               160               *               *                 1       1       1       0       0       1       
55        18      13       0           257            0              57           1            58           2            *            *            55             18             4              141               160               *               *                 1       1       1       0       0       1       
56        18      13       0           257            1              *            *            *            *            *            *            56             18             1              *                 *                 *               *                 0       0       0       1       1       0       
56        18      13       0           257            1              *            *            *            *            *            *            56             18             4              141               160               *               *                 0       0       0       1       1       0       
57        18      13       0           257            1              *            *            *            *            *            *            57             18             1              *                 *                 *               *                 1       1       1       0       0       1       
57        18      13       0           257            1              *            *            *            *            *            *            57             18             4              141               160               *               *                 1       1       1       0       0       1       
58        18      13       0           257            2              *            *            *            *            *            *            58             18             2              *                 *                 *               *                 1       1       1       1       1       1       
58        18      13       0           257            2              *            *            *            *            *            *            58             18             4              141               160               *               *                 1       1       1       1       1       1       
59        18      14       0           257            0              60           1            62           2            *            *            *              *              *              161               165               *               *                 0       0       0       1       1       0       
59        18      14       0           257            0              60           1            62           2            *            *            59             18             0              161               165               *               *                 0       0       0       1       1       0       
59        18      14       0           257            0              60           1            62           2            *            *            59             18             4              161               165               *               *                 0       0       0       1       1       0       
59        18      14       0           257            0              61           1            62           2            *            *            *              *              *              161               165               *               *                 1       1       1       0       0       1       
59        18      14       0           257            0              61           1            62           2            *            *            59             18             0              161               165               *               *                 1       1       1       0       0       1       
59        18      14       0           257            0              61           1            62           2            *            *            59             18             4              161               165               *               *                 1       1       1       0       0       1       
60        18      14       0           257            1              *            *            *            *            *            *            60             18             1              *                 *                 *               *                 0       0       0       1       1       0       
60        18      14       0           257            1              *            *            *            *            *            *            60             18             4              161               165               *               *                 0       0       0       1       1       0       
61        18      14       0           257            1              *            *            *            *            *            *            61             18             1              *                 *                 *               *                 1       1       1       0       0       1       
61        18      14       0           257            1              *            *            *            *            *            *            61             18             4              161               165               *               *                 1       1       1       0       0       1       
62        18      14       0           257            2              *            *            *            *            *            *            62             18             2              *                 *                 *               *                 1       1       1       1       1       1       
62        18      14       0           257            2              *            *            *            *            *            *            62             18             4              161               165               *               *                 1       1       1       1       1       1       
63        18      15       0           257            0              64           1            66           2            *            *            *              *              *              166               170               *               *                 0       0       0       1       1       0       
63        18      15       0           257            0              64           1            66           2            *            *            63             18             0              166               170               *               *                 0       0       0       1       1       0       
63        18      15       0           257            0              64           1            66           2            *            *            63             18             4              166               170               *               *                 0       0       0       1       1       0       
63        18      15       0           257            0              65           1            66           2            *            *            *              *              *              166               170               *               *                 1       1       1       0       0       1       
63        18      15       0           257            0              65           1            66           2            *            *            63             18             0              166               170               *               *                 1       1       1       0       0       1       
63        18      15       0           257            0              65           1            66           2            *            *            63             18             4              166               170               *               *                 1       1       1       0       0       1       
64        18      15       0           257            1              *            *            *            *            *            *            64             18             1              *                 *                 *               *                 0       0       0       1       1       0       
64        18      15       0           257            1              *            *            *            *            *            *            64             18             4              166               170               *               *                 0       0       0       1       1       0       
65        18      15       0           257            1              *            *            *            *            *            *            65             18             1              *                 *                 *               *                 1       1       1       0       0       1       
65        18      15       0           257            1              *            *            *            *            *            *            65             18             4              166               170               *               *                 1       1       1       0       0       1       
66        18      15       0           257            2              *            *            *            *            *            *            66             18             2              *                 *                 *               *                 1       1       1       1       1       1       
66        18      15       0           257            2              *            *            *            *            *            *            66             18             4              166               170               *               *                 1       1       1       1       1       1       
67        18      16       0           257            0              68           1            70           2            *            *            *              *              *              171               179               *               *                 0       0       0       1       1       0       
67        18      16       0           257            0              68           1            70           2            *            *            67             18             0              171               179               *               *                 0       0       0       1       1       0       
67        18      16       0           257            0              68           1            70           2            *            *            67             18             4              171               179               *               *                 0       0       0       1       1       0       
67        18      16       0           257            0              69           1            70           2            *            *            *              *              *              171               179               *               *                 1       1       1       0       0       1       
67        18      16       0           257            0              69           1            70           2            *            *            67             18             0              171               179               *               *                 1       1       1       0       0       1       
67        18      16       0           257            0              69           1            70           2            *            *            67             18             4              171               179               *               *                 1       1       1       0       0       1       
68        18      16       0           257            1              *            *            *            *            *            *            68             18             1              *                 *                 *               *                 0       0       0       1       1       0       
68        18      16       0           257            1              *            *            *            *            *            *            68             18             4              171               179               *               *                 0       0       0       1       1       0       
69        18      16       0           257            1              *            *            *            *            *            *            69             18             1              *                 *                 *               *                 1       1       1       0       0       1       
69        18      16       0           257            1              *            *            *            *            *            *            69             18             4              171               179               *               *                 1       1       1       0       0       1       
70        18      16       0           257            2              *            *            *            *            *            *            70             18             2              *                 *                 *               *                 1       1       1       1       1       1       
70        18      16       0           257            2              *            *            *            *            *            *            70             18             4              171               179               *               *                 1       1       1       1       1       1       
71        18      17       0           257            0              72           1            74           2            *            *            *              *              *              180               189               *               *                 0       0       0       1       1       0       
71        18      17       0           257            0              72           1            74           2            *            *            71             18             0              180               189               *               *                 0       0       0       1       1       0       
71        18      17       0           257            0              72           1            74           2            *            *            71             18             4              180               189               *               *                 0       0       0       1       1       0       
71        18      17       0           257            0              73           1            74           2            *            *            *              *              *              180               189               *               *                 1       1       1       0       0       1       
71        18      17       0           257            0              73           1            74           2            *            *            71             18             0              180               189               *               *                 1       1       1       0       0       1       
71        18      17       0           257            0              73           1            74           2            *            *            71             18             4              180               189               *               *                 1       1       1       0       0       1       
72        18      17       0           257            1              *            *            *            *            *            *            72             18             1              *                 *                 *               *                 0       0       0       1       1       0       
72        18      17       0           257            1              *            *            *            *            *            *            72             18             4              180               189               *               *                 0       0       0       1       1       0       
73        18      17       0           257            1              *            *            *            *            *            *            73             18             1              *                 *                 *               *                 1       1       1       0       0       1       
73        18      17       0           257            1              *            *            *            *            *            *            73             18             4              180               189               *               *                 1       1       1       0       0       1       
74        18      17       0           257            2              *            *            *            *            *            *            74             18             2              *                 *                 *               *                 1       1       1       1       1       1       
74        18      17       0           257            2              *            *            *            *            *            *            74             18             4              180               189               *               *                 1       1       1       1       1       1       
75        18      18       0           257            0              76           1            78           2            *            *            *              *              *              190               199               *               *                 0       0       0       1       1       0       
75        18      18       0           257            0              76           1            78           2            *            *            75             18             0              190               199               *               *                 0       0       0       1       1       0       
75        18      18       0           257            0              76           1            78           2            *            *            75             18             4              190               199               *               *                 0       0       0       1       1       0       
75        18      18       0           257            0              77           1            78           2            *            *            *              *              *              190               199               *               *                 1       1       1       0       0       1       
75        18      18       0           257            0              77           1            78           2            *            *            75             18             0              190               199               *               *                 1       1       1       0       0       1       
75        18      18       0           257            0              77           1            78           2            *            *            75             18             4              190               199               *               *                 1       1       1       0       0       1       
76        18      18       0           257            1              *            *            *            *            *            *            76             18             1              *                 *                 *               *                 0       0       0       1       1       0       
76        18      18       0           257            1              *            *            *            *            *            *            76             18             4              190               199               *               *                 0       0       0       1       1       0       
77        18      18       0           257            1              *            *            *            *            *            *            77             18             1              *                 *                 *               *                 1       1       1       0       0       1       
77        18      18       0           257            1              *            *            *            *            *            *            77             18             4              190               199               *               *                 1       1       1       0       0       1       
78        18      18       0           257            2              *            *            *            *            *            *            78             18             2              *                 *                 *               *                 1       1       1       1       1       1       
78        18      18       0           257            2              *            *            *            *            *            *            78             18             4              190               199               *               *                 1       1       1       1       1       1       
79        18      19       0           257            0              80           1            82           2            *            *            *              *              *              200               209               *               *                 0       0       0       1       1       0       
79        18      19       0           257            0              80           1            82           2            *            *            79             18             0              200               209               *               *                 0       0       0       1       1       0       
79        18      19       0           257            0              80           1            82           2            *            *            79             18             4              200               209               *               *                 0       0       0       1       1       0       
79        18      19       0           257            0              81           1            82           2            *            *            *              *              *              200               209               *               *                 1       1       1       0       0       1       
79        18      19       0           257            0              81           1            82           2            *            *            79             18             0              200               209               *               *                 1       1       1       0       0       1       
79        18      19       0           257            0              81           1            82           2            *            *            79             18             4              200               209               *               *                 1       1       1       0       0       1       
80        18      19       0           257            1              *            *            *            *            *            *            80             18             1              *                 *                 *               *                 0       0       0       1       1       0       
80        18      19       0           257            1              *            *            *            *            *            *            80             18             4              200               209               *               *                 0       0       0       1       1       0       
81        18      19       0           257            1              *            *            *            *            *            *            81             18             1              *                 *                 *               *                 1       1       1       0       0       1       
81        18      19       0           257            1              *            *            *            *            *            *            81             18             4              200               209               *               *                 1       1       1       0       0       1       
82        18      19       0           257            2              *            *            *            *            *            *            82             18             2              *                 *                 *               *                 1       1       1       1       1       1       
82        18      19       0           257            2              *            *            *            *            *            *            82             18             4              200               209               *               *                 1       1       1       1       1       1       
83        18      20       0           257            0              84           1            86           2            *            *            *              *              *              210               219               *               *                 0       0       0       1       1       0       
83        18      20       0           257            0              84           1            86           2            *            *            83             18             0              210               219               *               *                 0       0       0       1       1       0       
83        18      20       0           257            0              84           1            86           2            *            *            83             18             4              210               219               *               *                 0       0       0       1       1       0       
83        18      20       0           257            0              85           1            86           2            *            *            *              *              *              210               219               *               *                 1       1       1       0       0       1       
83        18      20       0           257            0              85           1            86           2            *            *            83             18             0              210               219               *               *                 1       1       1       0       0       1       
83        18      20       0           257            0              85           1            86           2            *            *            83             18             4              210               219               *               *                 1       1       1       0       0       1       
84        18      20       0           257            1              *            *            *            *            *            *            84             18             1              *                 *                 *               *                 0       0       0       1       1       0       
84        18      20       0           257            1              *            *            *            *            *            *            84             18             4              210               219               *               *                 0       0       0       1       1       0       
85        18      20       0           257            1              *            *            *            *            *            *            85             18             1              *                 *                 *               *                 1       1       1       0       0       1       
85        18      20       0           257            1              *            *            *            *            *            *            85             18             4              210               219               *               *                 1       1       1       0       0       1       
86        18      20       0           257            2              *            *            *            *            *            *            86             18             2              *                 *                 *               *                 1       1       1       1       1       1       
86        18      20       0           257            2              *            *            *            *            *            *            86             18             4              210               219               *               *                 1       1       1       1       1       1       
87        18      21       0           257            0              88           1            90           2            *            *            *              *              *              220               229               *               *                 0       0       0       1       1       0       
87        18      21       0           257            0              88           1            90           2            *            *            87             18             0              220               229               *               *                 0       0       0       1       1       0       
87        18      21       0           257            0              88           1            90           2            *            *            87             18             4              220               229               *               *                 0       0       0       1       1       0       
87        18      21       0           257            0              89           1            90           2            *            *            *              *              *              220               229               *               *                 1       1       1       0       0       1       
87        18      21       0           257            0              89           1            90           2            *            *            87             18             0              220               229               *               *                 1       1       1       0       0       1       
87        18      21       0           257            0              89           1            90           2            *            *            87             18             4              220               229               *               *                 1       1       1       0       0       1       
88        18      21       0           257            1              *            *            *            *            *            *            88             18             1              *                 *                 *               *                 0       0       0       1       1       0       
88        18      21       0           257            1              *            *            *            *            *            *            88             18             4              220               229               *               *                 0       0       0       1       1       0       
89        18      21       0           257            1              *            *            *            *            *            *            89             18             1              *                 *                 *               *                 1       1       1       0       0       1       
89        18      21       0           257            1              *            *            *            *            *            *            89             18             4              220               229               *               *                 1       1       1       0       0       1       
90        18      21       0           257            2              *            *            *            *            *            *            90             18             2              *                 *                 *               *                 1       1       1       1       1       1       
90        18      21       0           257            2              *            *            *            *            *            *            90             18             4              220               229               *               *                 1       1       1       1       1       1       

//Index   Group   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextState1   NextIndex2   NextState2   NextIndex3   NextState3   RequireIndex   RequireGroup   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireCooldown   DW      DK      FE      MG      DL      SU      

// Gens Duprian Quest

// Vepar Quest
0         16      0        0           543            0              1            1            2            2            *            *           *              *              *              240               299               1               *                 1       1       1       1       1       1       
0         16      0        0           543            0              1            1            2            2            *            *          0              16             0              240               299               1               *                 1       1       1       1       1       1       
0         16      0        0           543            0              1            1            2            2            *            *           0              16             4              240               299               1               *                 1       1       1       1       1       1       
1         16      0        0           543            1              *            *            *            *            *            *            1              16             1              *                 *                 1               *                 1       1       1       1       1       1       
1         16      0        0           543            1              *            *            *            *            *            *            1              16             4              240               299               1               *                 1       1       1       1       1       1       
2         16      0        0           543            2              *            *            *            *            *            *            2              16             2              *                 *                 1               *                 1       1       1       1       1       1       
2         16      0        0           543            2              *            *            *            *            *            *            2              16             4              240               299               1               *                 1       1       1       1       1       1       

// Death Tree Quest
3         16      1        0           543            0              4            1            5            2            *            *            *              *              *              300               340               1               *                 1       1       1       1       1       1       
3         16      1        0           543            0              4            1            5            2            *            *            3              16             0              300               340               1               *                 1       1       1       1       1       1       
3         16      1        0           543            0              4            1            5            2            *            *            3              16             4              300               340               1               *                 1       1       1       1       1       1       
4         16      1        0           543            1              *            *            *            *            *            *            4              16             1              *                 *                 1               *                 1       1       1       1       1       1       
4         16      1        0           543            1              *            *            *            *            *            *            4              16             4              300               340               1               *                 1       1       1       1       1       1       
5         16      1        0           543            2              *            *            *            *            *            *            5              16             2              *                 *                 1               *                 1       1       1       1       1       1       
5         16      1        0           543            2              *            *            *            *            *            *            5              16             4              300               340               1               *                 1       1       1       1       1       1       

// Splinter Wolves Quest
6         16      2        0           543            0              7            1            8            2            *            *            *              *              *              341               360               1               *                 1       1       1       1       1       1       
6         16      2        0           543            0              7            1            8            2            *            *            6              16             0              341               360               1               *                 1       1       1       1       1       1       
6         16      2        0           543            0              7            1            8            2            *            *            6              16             4              341               360               1               *                 1       1       1       1       1       1       
7         16      2        0           543            1              *            *            *            *            *            *            7              16             1              *                 *                 1               *                 1       1       1       1       1       1       
7         16      2        0           543            1              *            *            *            *            *            *            7              16             4              341               360               1               *                 1       1       1       1       1       1       
8         16      2        0           543            2              *            *            *            *            *            *            8              16             2              *                 *                 1               *                 1       1       1       1       1       1       
8         16      2        0           543            2              *            *            *            *            *            *            8              16             4              341               360               1               *                 1       1       1       1       1       1       

// Blood Assassin Quest
9         16      3        0           543            0              10           1            11           2            *            *            *              *              *              361               380               1               *                 1       1       1       1       1       1       
9         16      3        0           543            0              10           1            11           2            *            *            9              16             0              361               380               1               *                 1       1       1       1       1       1       
9         16      3        0           543            0              10           1            11           2            *            *            9              16             4              361               380               1               *                 1       1       1       1       1       1       
10        16      3        0           543            1              *            *            *            *            *            *            10             16             1              *                 *                 1               *                 1       1       1       1       1       1       
10        16      3        0           543            1              *            *            *            *            *            *            10             16             4              361               380               1               *                 1       1       1       1       1       1       
11        16      3        0           543            2              *            *            *            *            *            *            11             16             2              *                 *                 1               *                 1       1       1       1       1       1       
11        16      3        0           543            2              *            *            *            *            *            *            11             16             4              361               380               1               *                 1       1       1       1       1       1       

// Sapi-Duos Quest
12        16      4        0           543            0              13           1            14           2            *            *            *              *              *              381               400               1               *                 1       1       1       1       1       1       
12        16      4        0           543            0              13           1            14           2            *            *            12             16             0              381               400               1               *                 1       1       1       1       1       1       
12        16      4        0           543            0              13           1            14           2            *            *            12             16             4              381               400               1               *                 1       1       1       1       1       1       
13        16      4        0           543            1              *            *            *            *            *            *            13             16             1              *                 *                 1               *                 1       1       1       1       1       1       
13        16      4        0           543            1              *            *            *            *            *            *            13             16             4              381               400               1               *                 1       1       1       1       1       1       
14        16      4        0           543            2              *            *            *            *            *            *            14             16             2              *                 *                 1               *                 1       1       1       1       1       1       
14        16      4        0           543            2              *            *            *            *            *            *            14             16             4              381               400               1               *                 1       1       1       1       1       1       

//Index   Group   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextState1   NextIndex2   NextState2   NextIndex3   NextState3   RequireIndex   RequireGroup   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireCooldown   DW      DK      FE      MG      DL      SU      

// Gens Vanert Quest

// Silver Valkyrie Quest
0         17      0        0           544            0              1            1            2            2            *            *            *              *              *              240               299               2               *                 1       1       1       1       1       1       
0         17      0        0           544            0              1            1            2            2            *            *            0              17             0              240               299               2               *                 1       1       1       1       1       1       
0         17      0        0           544            0              1            1            2            2            *            *            0              17             4              240               299               2               *                 1       1       1       1       1       1       
1         17      0        0           544            1              *            *            *            *            *            *            1              17             1              *                 *                 2               *                 1       1       1       1       1       1       
1         17      0        0           544            1              *            *            *            *            *            *            1              17             4              240               299               2               *                 1       1       1       1       1       1       
2         17      0        0           544            2              *            *            *            *            *            *            2              17             2              *                 *                 2               *                 1       1       1       1       1       1       
2         17      0        0           544            2              *            *            *            *            *            *            2              17             4              240               299               2               *                 1       1       1       1       1       1       

// Death Rider Quest
3         17      1        0           544            0              4            1            5            2            *            *            *              *              *              300               340               2               *                 1       1       1       1       1       1       
3         17      1        0           544            0              4            1            5            2            *            *            3              17             0              300               340               2               *                 1       1       1       1       1       1       
3         17      1        0           544            0              4            1            5            2            *            *            3              17             4              300               340               2               *                 1       1       1       1       1       1       
4         17      1        0           544            1              *            *            *            *            *            *            4              17             1              *                 *                 2               *                 1       1       1       1       1       1       
4         17      1        0           544            1              *            *            *            *            *            *            4              17             4              300               340               2               *                 1       1       1       1       1       1       
5         17      1        0           544            2              *            *            *            *            *            *            5              17             2              *                 *                 2               *                 1       1       1       1       1       1       
5         17      1        0           544            2              *            *            *            *            *            *            5              17             4              300               340               2               *                 1       1       1       1       1       1       

// Iron Rider Quest
6         17      2        0           544            0              7            1            8            2            *            *            *              *              *              341               360               2               *                 1       1       1       1       1       1       
6         17      2        0           544            0              7            1            8            2            *            *            6              17             0              341               360               2               *                 1       1       1       1       1       1       
6         17      2        0           544            0              7            1            8            2            *            *            6              17             4              341               360               2               *                 1       1       1       1       1       1       
7         17      2        0           544            1              *            *            *            *            *            *            7              17             1              *                 *                 2               *                 1       1       1       1       1       1       
7         17      2        0           544            1              *            *            *            *            *            *            7              17             4              341               360               2               *                 1       1       1       1       1       1       
8         17      2        0           544            2              *            *            *            *            *            *            8              17             2              *                 *                 2               *                 1       1       1       1       1       1       
8         17      2        0           544            2              *            *            *            *            *            *            8              17             4              341               360               2               *                 1       1       1       1       1       1       

// Burning Lava Giant Quest
9         17      3        0           544            0              10           1            11           2            *            *            *              *              *              361               380               2               *                 1       1       1       1       1       1       
9         17      3        0           544            0              10           1            11           2            *            *            9              17             0              361               380               2               *                 1       1       1       1       1       1       
9         17      3        0           544            0              10           1            11           2            *            *            9              17             4              361               380               2               *                 1       1       1       1       1       1       
10        17      3        0           544            1              *            *            *            *            *            *            10             17             1              *                 *                 2               *                 1       1       1       1       1       1       
10        17      3        0           544            1              *            *            *            *            *            *            10             17             4              361               380               2               *                 1       1       1       1       1       1       
11        17      3        0           544            2              *            *            *            *            *            *            11             17             2              *                 *                 2               *                 1       1       1       1       1       1       
11        17      3        0           544            2              *            *            *            *            *            *            11             17             4              361               380               2               *                 1       1       1       1       1       1       

// Ghost Napin Quest
12        17      4        0           544            0              13           1            14           2            *            *            *              *              *              381               400               2               *                 1       1       1       1       1       1       
12        17      4        0           544            0              13           1            14           2            *            *            12             17             0              381               400               2               *                 1       1       1       1       1       1       
12        17      4        0           544            0              13           1            14           2            *            *            12             17             4              381               400               2               *                 1       1       1       1       1       1       
13        17      4        0           544            1              *            *            *            *            *            *            13             17             1              *                 *                 2               *                 1       1       1       1       1       1       
13        17      4        0           544            1              *            *            *            *            *            *            13             17             4              381               400               2               *                 1       1       1       1       1       1       
14        17      4        0           544            2              *            *            *            *            *            *            14             17             2              *                 *                 2               *                 1       1       1       1       1       1       
14        17      4        0           544            2              *            *            *            *            *            *            14             17             4              381               400               2               *                 1       1       1       1       1       1       

// Deruvish
0         19      0        0           581            0              1            1            2            2            *            *           *              *              *              240               299               1               *                 1       1       1       1       1       1       
0         19      0        0           581            0              1            1            2            2            *            *          0              16             0              240               299               1               *                 1       1       1       1       1       1       
0         19      0        0           581            0              1            1            2            2            *            *           0              16             4              240               299               1               *                 1       1       1       1       1       1       
1         19      0        0           581            1              *            *            *            *            *            *            1              16             1              *                 *                 1               *                 1       1       1       1       1       1       
1         19      0        0           581            1              *            *            *            *            *            *            1              16             4              240               299               1               *                 1       1       1       1       1       1       
2         19      0        0           581            2              *            *            *            *            *            *            2              16             2              *                 *                 1               *                 1       1       1       1       1       1       
2         19      0        0           581            2              *            *            *            *            *            *            2              16             4              240               299               1               *                 1       1       1       1       1       1       


end
