/////////////////////////////////////////////////////////////////////////////////
// Creado con Mu Editor MagicHand
/////////////////////////////////////////////////////////////////////////////////


0
//Index	Slot	Skill	X	Y	Serial	Opt	Drop	Nombre                                  Lvl	DmgMin	DmgMax	Speed	Dur	MagiDur	MagiPwr	ReqLvl	Str	Agi	Ene	Vit	Com	Tipo	DwSmGm	DkBkBm	FeMeHe	MgDm	DlLe	SBsDiM
0	0	0	1	3	1	1	1	"Skull Staff"  				6	3	4	20	255	20	6	0	40	0	0	0	0	0	1	0	0	1	0	1
1	0	0	2	3	1	1	1	"Angelic Staff"  			18	10	12	25	255	38	20	0	50	0	0	0	0	0	1	0	0	1	0	0
2	0	0	2	3	1	1	1	"Serpent Staff"  			30	17	18	25	255	50	34	0	50	0	0	0	0	0	1	0	0	1	0	0
3	0	0	2	4	1	1	1	"Thunder Staff"  			42	23	25	25	255	60	46	0	40	10	0	0	0	0	1	0	0	1	0	0
4	0	0	2	4	1	1	1	"Gorgon Staff"  			52	29	32	25	255	65	58	0	50	0	0	0	0	0	1	0	0	1	0	0
5	0	0	1	4	1	1	1	"Legendary Staff"  			59	29	31	25	255	66	59	0	50	0	0	0	0	0	1	0	0	1	0	0
6	0	0	1	4	1	1	1	"Staff of Resurrection"  		70	35	39	25	255	70	70	0	60	10	0	0	0	0	1	0	0	1	0	0
7	0	0	2	4	1	1	0	"Chaos Lighting Staff"  		75	47	48	30	255	70	94	0	60	10	0	0	0	0	1	0	0	1	0	0
8	0	0	2	4	1	1	1	"Staff of Destruction"  		90	50	54	30	255	85	101	0	60	10	0	0	0	0	1	0	0	1	0	0
9	0	0	1	4	1	1	1	"Dragon Soul Staff"  			100	46	48	30	255	91	92	0	52	16	0	0	0	0	2	0	0	0	0	0
10	0	0	1	4	1	1	1	"Divine Staff of Archangel"  		104	153	165	30	255	182	156	0	36	4	0	0	0	0	1	0	0	1	0	0
11	0	0	1	4	1	1	1	"Staff of Kundun"  			140	55	61	30	255	95	110	0	45	16	0	0	0	0	2	0	0	1	0	0
12	0	0	1	4	1	1	1	"Grand Viper Staff"  			147	66	74	30	255	100	130	380	39	13	0	0	0	0	2	0	0	0	0	0
13	0	0	1	4	1	1	1	"Platina Staff"  			110	51	53	30	255	78	120	0	50	16	0	0	0	0	2	0	0	0	0	0
14	0	0	1	4	1	1	1	"Mystery Stick"  			28	17	18	25	255	50	34	0	34	14	0	0	0	0	0	0	0	0	0	1
15	0	0	1	4	1	1	1	"Violent Wind Stick"  			42	23	25	25	255	60	46	0	33	17	0	0	0	0	0	0	0	0	0	1
16	0	0	1	4	1	1	1	"Red Wing Stick"  			59	29	31	25	255	65	59	0	36	14	0	0	0	0	0	0	0	0	0	1
17	0	0	1	4	1	1	1	"Ancient Stick"  			78	38	40	25	255	81	76	0	50	19	0	0	0	0	0	0	0	0	0	1
18	0	0	1	4	1	1	1	"Demonic Stick"  			100	46	48	30	255	91	92	0	54	15	0	0	0	0	0	0	0	0	0	2
19	0	0	1	4	1	1	1	"Storm Blitz Stick"  			110	51	53	30	255	95	110	380	64	15	0	0	0	0	0	0	0	0	0	2
20	0	0	1	4	1	1	0	"Lilium Stick"  			147	56	58	25	0	96	113	0	60	16	0	0	0	0	0	0	0	0	0	2
21	1	223	1	2	1	1	1	"Book of Samut"  			52	0	0	25	255	60	46	0	0	20	135	0	0	0	0	0	0	0	0	1
22	1	224	1	2	1	1	1	"Book of Neil"  			59	0	0	25	255	65	59	0	0	25	168	0	0	0	0	0	0	0	0	1
23	1	225	1	2	1	1	1	"Book of Lagle"  			65	0	0	25	255	50	72	0	0	30	201	0	0	0	0	0	0	0	0	1
30	0	0	1	4	1	1	1	"Deadly Staff"  			138	57	59	30	255	91	126	380	47	18	0	0	0	0	0	0	0	1	0	0
31	0	0	1	4	1	1	1	"Inberial Staff"  			137	57	61	30	255	182	124	380	48	14	0	0	0	0	2	0	0	0	0	0
32	0	0	1	4	1	1	0	"Demonic Stick"  			130	170	195	30	0	182	135	380	53	15	0	0	0	0	0	0	0	0	0	2
//33	0	0	1	4	1	1	1	"Chromatic Staff"  			147	55	57	30	255	78	124	0	50	12	0	0	0	0	2	0	0	1	0	0
//34	0	0	1	4	1	1	1	"Raven Stick"  				147	70	78	30	255	98	130	0	50	14	0	0	0	0	0	0	0	0	0	2
36	0	0	1	4	0	0	0	"Royal Staff"  				200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
37	0	0	1	4	1	1	0	"Devil Staff"  				200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
38	0	0	1	4	1	1	0	"Dinamic Staff"  			200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
39	0	0	1	4	1	1	0	"Ultimate Staff"  			200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
40	0	0	1	4	1	1	0	"Zou Staff"  				247	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
41	0	0	1	4	1	1	0	"Reliquia 02 Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
42	0	0	1	4	1	1	0	"Reliquia 01  Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
43	0	0	1	4	1	1	0	"DEMON  Staff"  			247	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
44	0	0	1	4	1	1	0	"Chronus  Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
45	0	0	1	4	1	1	0	"Darck [Ed.Limitado] Staff"  		200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
46	0	0	1	4	1	1	0	"Warrior Staff"  			200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
47	0	0	1	4	1	1	0	"Ice Staff"  				200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
48	0	0	1	4	1	1	0	"Demon Blue Staff"  			200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
49	0	0	1	4	1	1	0	"ObsCure Staff"  			200	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
50	0	0	1	4	1	1	0	"Angel Power Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
51	0	0	1	4	1	1	0	"Heavy  Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
52	0	0	1	4	1	1	0	"King Lord (SUM) Staff"  		250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
53	0	0	1	4	1	1	0	"King Lord (SM) Staff"  		250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
54	0	0	1	4	1	1	0	"Black [C] Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
55	0	0	1	4	1	1	0	"Nasus Staff"  				250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
56	0	0	1	4	1	1	0	"Powers Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
57	0	0	1	4	1	1	0	"Lord Rimbros Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
58	0	0	1	4	1	1	0	"Lord Devil Staff"  			250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
59	0	0	1	4	1	1	0	"Natal Staff"  				250	210	210	120	155	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
60	0	0	1	4	1	1	0	"Dracma [R] Staff"  			250	210	210	120	155	150	155	380	135	62	90	0	0	0	1	0	0	1	0	1
61	0	0	1	4	1	1	0	"Eros [R] Staff"  			250	210	210	120	155	150	155	380	135	62	90	0	0	0	1	0	0	1	0	1
62	0	0	1	4	1	1	0	"Apollo [R] Staff"  			250	210	210	120	155	150	155	380	135	62	90	0	0	0	1	0	0	1	0	1
63	0	0	1	4	1	1	0	"MuWide [Rei] Staff"  			250	210	210	120	155	150	155	380	135	62	90	0	0	0	1	0	0	1	0	1
64	0	0	1	4	1	1	0	"Haguromo [E.D]"  			250	210	210	120	155	150	155	380	135	62	90	0	0	0	1	1	1	1	1	1
65	0	0	1	4	1	1	0	"Fire Golden [v.2] Staff"  		250	210	210	120	155	150	155	380	100	63	0	0	0	0	1	0	0	1	0	1
100	0	0	1	4	1	1	0	"Roca Staff"  				147	202	255	255	255	150	155	380	100	35	0	0	0	0	1	0	0	1	0	1
101	0	0	1	4	1	1	0	"Especial Staff [02R]"  		195	195	195	195	195	195	195	380	195	35	0	0	0	0	1	0	0	0	0	1
102	0	0	1	4	1	1	0	"Especial Staff 03 [R]"  		195	195	255	195	195	255	255	380	195	35	0	0	0	0	1	0	0	0	0	0
103	0	0	1	4	1	1	0	"Assassine Staff"			195	200	255	195	200	255	255	380	195	35	0	0	0	0	1	0	0	0	0	1		
104	0	0	1	4	1	1	0	"Staff The Black"			195	200	255	195	200	255	255	380	195	35	0	0	0	0	1	0	0	0	0	1
105	0	0	1	4	1	1	0	"Legendary V2 Staff"			200	235	255	192	200	255	255	380	195	35	0	0	0	0	1	0	0	0	0	0
106	0	0	1	4	1	1	0	"Imperial Stff"				200	235	255	192	200	255	255	380	195	35	0	0	0	0	1	0	0	1	0	1
107	0	0	1	4	1	1	0	"Staff RLk v5 Ed.L"			200	250	255	200	200	255	255	380	200	200	0	0	0	0	1	0	0	1	0	1
108	0	0	1	4	1	1	0	"Staff RLk v6 Ed.L"			200	250	255	200	200	255	255	380	200	200	0	0	0	0	1	0	0	1	0	1
end

6
//Index	Slot	Skill	X	Y	Serial	Opt	Drop	Nombre                                  Lvl	Def	DefRate	Dur	ReqLvl	Str	Agi	Ene	Vit	Com	Tipo	DwSmGm	DkBkBm	FeMeHe	MgDm	DlLe	SBsDiM
0	1	0	2	2	1	1	1	"Small Shield"  			3	1	3	22	0	70	0	0	0	0	0	1	1	1	1	1	0
1	1	0	2	2	1	1	1	"Horn Shield"  				9	3	9	28	0	100	0	0	0	0	0	0	1	0	1	1	0
2	1	0	2	2	1	1	1	"Kite Shield"  				12	4	12	32	0	110	0	0	0	0	0	0	1	0	1	1	0
3	1	0	2	2	1	1	1	"Elven Shield"  			21	8	21	36	0	30	100	0	0	0	0	0	0	1	0	0	0
4	1	18	2	2	1	1	1	"Buckler"  				6	2	6	24	0	80	0	0	0	0	0	1	1	1	1	1	0
5	1	18	2	2	1	1	1	"Dragon Slayer Shield"  		35	10	36	44	0	100	40	0	0	0	0	0	1	0	1	1	0
6	1	18	2	2	1	1	1	"Skull Shield"  			15	5	15	34	0	110	0	0	0	0	0	1	1	1	1	1	0
7	1	18	2	2	1	1	1	"Spiked Shield"  			30	9	30	40	0	130	0	0	0	0	0	0	1	0	1	1	0
8	1	18	2	2	1	1	1	"Tower Shield"  			40	11	40	46	0	130	0	0	0	0	0	0	1	1	1	1	0
9	1	18	2	2	1	1	1	"Plate Shield"  			25	8	25	38	0	120	0	0	0	0	0	0	1	0	1	1	0
10	1	18	2	2	1	1	1	"Large Round Shield"  			18	6	18	35	0	120	0	0	0	0	0	0	1	0	1	1	0
11	1	18	2	2	1	1	1	"Serpent Shield"  			45	12	45	48	0	130	0	0	0	0	0	0	1	1	1	1	0
12	1	18	2	2	1	1	1	"Bronze Shield"  			54	13	54	52	0	140	0	0	0	0	0	0	1	0	1	0	0
13	1	18	2	2	1	1	1	"Dragon Shield"  			60	14	60	60	0	120	40	0	0	0	0	0	1	0	1	0	0
14	1	0	2	3	1	1	1	"Legendary Shield"  			48	7	48	50	0	90	25	0	0	0	0	1	0	1	1	0	0
15	1	0	2	3	1	1	1	"Grand Soul Shield"  			74	12	55	55	0	70	23	0	0	0	0	2	0	0	0	0	0
16	1	0	2	2	1	1	1	"Elemental Shield"  			66	11	28	51	0	30	60	30	0	0	0	0	0	2	0	0	0
17	1	18	2	2	1	1	1	"Crimson Glory"  			104	19	90	51	380	95	48	0	0	0	0	0	2	0	0	0	0
18	1	18	2	2	1	1	1	"Salamander Shield"  			102	20	96	51	380	80	61	0	0	0	0	0	0	0	1	0	0
19	1	0	2	2	1	1	1	"Frost Barrier"  			99	14	58	51	380	26	53	26	0	0	0	0	0	2	0	0	0
20	1	18	2	2	1	1	1	"Guardian Shield"  			106	12	30	51	380	54	18	0	0	0	0	2	0	0	0	0	0
21	1	18	2	2	1	1	1	"Cross Shield"  			70	16	75	65	0	140	55	0	0	0	0	0	0	0	0	1	0
25	1	18	2	2	1	1	0	"King Lord (DL) Shield"  		255	195	195	195	380	140	55	0	0	0	0	1	1	1	1	1	1
26	1	18	2	2	1	1	0	"King Lord (SM) Shield"  		255	195	195	195	380	140	55	0	0	0	0	1	1	1	1	1	1
27	1	18	2	2	1	1	0	"King Lord (SUM) Shield"  		255	195	195	195	380	140	55	0	0	0	0	1	1	1	1	1	1
28	1	18	2	2	1	1	0	"Black[C] Shield"  			255	195	195	195	380	140	55	0	0	0	0	1	1	1	1	1	1
29	1	18	2	2	1	1	0	"Black[C] Shield"  			255	195	195	195	380	140	55	0	0	0	0	1	1	1	1	1	1
76	1	18	2	2	1	1	0	"Cyrus Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
77	1	18	2	2	1	1	0	"Royal  Shield "  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
78	1	18	2	2	1	1	0	"Dinamic Shield"  			170	116	175	255	380	140	55	0	0	0	0	0	0	0	0	0	1
79	1	18	2	2	1	1	0	"Majestic Shield "  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
80	1	18	2	2	1	1	0	"Devil Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
81	1	18	2	2	1	1	0	"Reliquia 02 Shield"  			255	255	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
82	1	18	2	2	1	1	0	"Imperia Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
83	1	18	2	2	1	1	0	"Fight Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
84	1	18	2	2	1	1	0	"Ultimate Shield"  			255	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
85	1	18	2	2	1	1	0	"Nightmare Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
86	1	18	2	2	1	1	0	"Zou Shield"  				170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
87	1	18	2	2	1	1	0	"Xentarlion Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
88	1	18	2	2	1	1	0	"Reliquia 01 Shield"  			255	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
89	1	18	2	2	1	1	0	"Demon Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
90	1	18	2	2	1	1	0	"Chronus Shield"  			150	150	140	200	380	140	55	0	0	0	0	1	1	1	1	1	1
91	1	18	2	2	1	1	0	"Darck [Ed.Limitado] Shield"  		255	116	255	255	380	140	55	0	0	0	0	1	1	1	1	1	1
92	1	18	2	2	1	1	0	"Natal Shield"  			255	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
93	1	18	2	2	1	1	0	"Warrior Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
94	1	18	2	2	1	1	0	"Ice Shield"  				170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
95	1	18	2	2	1	1	0	"Demon Blue  Shield"  			170	116	175	255	380	140	55	0	0	0	0	1	1	1	1	1	1
96	1	18	2	2	1	1	0	"Naruto Rikudo Shield"  		108	175	125	255	380	140	55	0	0	0	0	1	2	0	1	1	1
97	1	18	2	2	1	1	0	"Obscure  Shield"  			255	175	125	255	380	140	55	0	0	0	0	1	2	0	1	1	1
98	1	18	2	2	1	1	0	"Angel Power  Shield"  			255	175	125	255	380	140	55	0	0	0	0	1	2	0	1	1	1
99	1	18	2	2	1	1	0	"Heavy  Shield"  			108	175	125	255	380	140	55	0	0	0	0	1	2	0	1	1	1
100	1	18	2	2	1	1	0	"Madara Shield"  			155	160	160	100	380	100	55	0	0	0	0	0	1	0	0	0	0
101	1	18	2	2	1	1	0	"Roca Shield"  				255	175	125	255	380	140	55	0	0	0	0	1	2	0	1	1	1
102	1	18	2	2	1	1	0	"Warlock [HL] Shield"  			108	175	125	255	380	140	55	0	0	0	0	1	2	0	1	1	1
103	1	18	2	2	1	1	0	"Nasus Shield"  			255	175	125	255	380	140	55	0	0	0	0	1	2	0	1	1	1
104	1	18	2	2	1	1	0	"Power Shield"  			255	255	225	255	380	140	55	0	0	0	0	1	2	0	1	1	1
105	1	18	2	2	1	1	0	"Lord Rimbros Shield"  			255	255	225	255	380	140	55	0	0	0	0	1	2	0	1	1	1
106	1	18	2	2	1	1	0	"Lod Devil Shield"  			255	255	225	255	380	140	55	0	0	0	0	1	2	0	1	1	1
107	1	18	2	2	1	1	0	"Dracma [R] Shield"  			255	255	225	255	380	140	55	0	0	0	0	1	2	0	1	1	1
108	1	18	2	2	1	1	0	"Eros [R] Shield"  			255	255	225	255	380	140	55	0	0	0	0	1	2	0	1	1	1
109	1	18	2	2	1	1	0	"Apollo Shield"  			255	255	225	255	380	140	55	0	0	0	0	1	2	0	1	1	1
110	1	18	2	2	1	1	0	"Wide [Rei] Shield"  			255	255	225	255	380	140	55	0	0	0	0	1	2	0	1	1	1
111	1	18	2	2	1	1	0	"Fire Golden [v.2] Shield"  		255	255	255	255	380	140	55	0	0	0	0	1	1	0	1	1	1
112	1	18	2	2	1	1	0	"Assassine Shield"			255	255	255	255	380	160	55	0	0	0	0	1	1	0	1	1	1	
113	1	18	2	2	1	1	0	"Shield The Black"			255	255	255	255	380	160	55	0	0	0	0	1	1	0	1	1	1	
114	1	18	2	2	1	1	0	"Legendary V2 Shield"			255	255	255	255	380	160	55	0	0	0	0	1	0	0	1	0	0	
115	1	18	2	2	1	1	0	"Shield RLk v5 Ed.L"			255	255	255	255	380	200	200	0	0	0	0	1	1	1	1	1	1	
116	1	18	2	2	1	1	0	"Shield RLk v6 Ed.L"			255	255	255	255	380	200	200	0	0	0	0	1	1	1	1	1	1
end
7
//Index	Slot	Skill	X	Y	Serial	Opt	Drop	Nombre                                  Lvl	Def	DefRate	Dur	ReqLvl	Str	Agi	Ene	Vit	Com	Tipo	DwSmGm	DkBkBm	FeMeHe	MgDm	DlLe	SBsDiM
0	2	0	2	2	1	1	1	"Bronze Helm"  				16	9	0	34	0	80	20	0	0	0	0	0	1	0	0	1	0
1	2	0	2	2	1	1	1	"Dragon Helm"  				57	24	0	68	0	120	30	0	0	0	0	0	1	0	0	0	0
2	2	0	2	2	1	1	1	"Pad Helm"  				5	4	0	28	0	20	0	0	0	0	0	1	0	0	0	0	0
3	2	0	2	2	1	1	1	"Legendary Helm"  			50	18	0	42	0	30	0	0	0	0	0	1	0	0	0	0	0
4	2	0	2	2	1	1	1	"Bone Helm"  				18	9	0	30	0	30	0	0	0	0	0	1	0	0	0	0	0
5	2	0	2	2	1	1	1	"Leather Helm"  			6	5	0	30	0	80	0	0	0	0	0	0	1	0	0	1	0
6	2	0	2	2	1	1	1	"Scale Helm"  				26	12	0	40	0	110	0	0	0	0	0	0	1	0	0	1	0
7	2	0	2	2	1	1	1	"Sphinx Mask"  				32	13	0	36	0	30	0	0	0	0	0	1	0	0	0	0	0
8	2	0	2	2	1	1	1	"Brass Helm"  				36	17	0	44	0	100	30	0	0	0	0	0	1	0	0	0	0
9	2	0	2	2	1	1	1	"Plate Helm"  				46	20	0	50	0	130	0	0	0	0	0	0	1	0	0	0	0
10	2	0	2	2	1	1	1	"Vine Helm"  				6	4	0	22	0	30	60	0	0	0	0	0	0	1	0	0	0
11	2	0	2	2	1	1	1	"Silk Helm"  				16	8	0	26	0	30	70	0	0	0	0	0	0	1	0	0	0
12	2	0	2	2	1	1	1	"Wind Helm"  				28	12	0	32	0	30	80	0	0	0	0	0	0	1	0	0	0
13	2	0	2	2	1	1	1	"Spirit Helm"  				40	16	0	38	0	40	80	0	0	0	0	0	0	1	0	0	0
14	2	0	2	2	1	1	1	"Guardian Helm"  			53	23	0	45	0	40	80	0	0	0	0	0	0	1	0	0	0
16	2	0	2	2	1	1	1	"Black Dragon Helm"  			82	30	0	74	0	170	60	0	0	0	0	0	1	0	0	0	0
17	2	0	2	2	1	1	1	"Dark Phoenix Helm"  			92	43	0	80	0	205	62	0	0	0	0	0	2	0	0	0	0
18	2	0	2	2	1	1	1	"Grand Soul Helm"  			81	27	0	67	0	59	20	0	0	0	0	2	0	0	0	0	0
19	2	0	2	2	1	1	1	"Divine Helm"  				85	37	0	74	0	50	110	0	0	0	0	0	0	2	0	0	0
21	2	0	2	2	1	1	1	"Great Dragon Helm"  			104	53	0	86	0	200	58	0	0	0	0	0	2	0	0	0	0
22	2	0	2	2	1	1	1	"Dark Soul Helm"  			110	36	0	75	0	55	18	0	0	0	0	2	0	0	0	0	0
24	2	0	2	2	1	1	1	"Red Spirit Helm"  			93	46	0	80	0	52	115	0	0	0	0	0	0	2	0	0	0
25	2	0	2	2	1	1	1	"Light Plate Mask"  			46	20	0	42	0	70	20	0	0	0	0	0	0	0	0	1	0
26	2	0	2	2	1	1	1	"Adamantine Mask"  			66	24	0	56	0	77	21	0	0	0	0	0	0	0	0	1	0
27	2	0	2	2	1	1	1	"Dark Steel Mask"  			86	26	0	70	0	84	22	0	0	0	0	0	0	0	0	1	0
28	2	0	2	2	1	1	1	"Dark Master Mask"  			106	34	0	78	0	80	21	0	0	0	0	0	0	0	0	1	0
29	2	0	2	2	1	1	1	"Dragon Knight Helm"  			130	66	0	90	380	170	60	0	0	0	0	0	2	0	0	0	0
30	2	0	2	2	1	1	1	"Venom Mist Helm"  			126	48	0	86	380	44	15	0	0	0	0	2	0	0	0	0	0
31	2	0	2	2	1	1	1	"Sylphid Ray Helm"  			126	57	0	86	380	38	80	0	0	0	0	0	0	2	0	0	0
33	2	0	2	2	1	1	1	"Sunlight Mask"  			130	46	0	82	380	62	16	0	0	0	0	0	0	0	0	1	0
34	2	0	2	2	1	1	1	"Ashcrow Helm"  			67	27	0	72	0	160	50	0	0	0	0	0	1	0	0	0	0
35	2	0	2	2	1	1	1	"Eclipse Helm"  			67	22	0	54	0	53	12	0	0	0	0	1	0	0	0	0	0
36	2	0	2	2	1	1	1	"Iris Helm"  				67	30	0	59	0	50	70	0	0	0	0	0	0	1	0	0	0
38	2	0	2	2	1	1	1	"Glorious Mask"  			97	30	0	74	0	80	21	0	0	0	0	0	0	0	0	1	0
39	2	0	2	2	1	1	1	"Violent Wind Helm"  			28	13	0	36	0	31	0	0	0	0	0	0	0	0	0	0	1
40	2	0	2	2	1	1	1	"Red Wing Helm"  			50	18	0	42	0	26	4	0	0	0	0	0	0	0	0	0	1
41	2	0	2	2	1	1	1	"Ancient Helm"  			68	24	0	54	0	52	16	0	0	0	0	0	0	0	0	0	1
42	2	0	2	2	1	1	1	"Demonic Helm"  			81	32	0	67	0	60	20	0	0	0	0	0	0	0	0	0	2
43	2	0	2	2	1	1	1	"Storm Blitz Helm"  			110	43	0	75	380	56	20	0	0	0	0	0	0	0	0	0	2
44	2	0	2	2	1	1	0	"Lilium Helm"  				116	35	0	86	380	62	82	0	0	0	0	0	0	0	0	0	2
45	2	0	2	2	1	1	1	"Titan Helm"  				111	63	0	86	380	222	32	0	0	0	0	0	1	0	0	0	0
46	2	0	2	2	1	1	1	"Brave Helm"  				107	51	0	86	380	74	162	0	0	0	0	0	1	0	0	0	0
49	2	0	2	2	1	1	1	"Seraphim Helm"  			111	50	0	86	380	55	197	0	0	0	0	0	0	1	0	0	0
50	2	0	2	2	1	1	1	"Divine Helm"  				104	44	0	86	380	32	29	138	0	0	0	0	0	1	0	0	0
51	2	0	2	2	1	1	1	"Royal Mask"  				111	44	0	86	380	105	38	0	0	0	0	0	0	0	0	1	0
52	2	0	2	2	1	1	1	"Hades Helm"  				109	41	0	86	380	60	15	181	0	0	0	1	0	0	0	0	0
53	2	0	2	2	1	1	0	"Queen Helm"  				112	98	0	86	380	65	15	0	0	0	0	0	0	0	0	0	2
56	2	0	2	2	1	1	0	"Cyrus Helm"  				140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
57	2	0	2	2	1	1	0	"Royal Helm"  				140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
58	2	0	2	2	1	1	0	"Majestic Helm"  			140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
59	2	0	2	2	1	1	0	"Dinamic Helm"  			140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
60	2	0	2	2	1	1	0	"Devil Helm"  				140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
61	2	0	2	2	1	1	0	"Divine Master Helm"  			140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
62	2	0	2	2	1	1	0	"Reliquia 02 [M] Helm"  		255	255	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
63	2	0	2	2	1	1	0	"Ultimate Helm"  			200	255	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
64	2	0	2	2	1	1	0	"Imperial Helm"  			140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
65	2	0	2	2	1	1	0	"Nightmare Helm"  			140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
66	2	0	2	2	1	1	0	"Xentarlion Helm"  			140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
67	2	0	2	2	1	1	0	"Zoul Helm"  				140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
68	2	0	2	2	1	1	0	"Fight Helm"  				140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
69	2	0	2	2	1	1	0	"AoKuang Helm"  			140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
70	2	0	2	2	1	1	0	"Guanyu Helm"  				140	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
71	2	0	2	2	1	1	0	"Angel Power [F] Helm"  		255	255	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
72	2	0	2	2	1	1	0	"Demon Lord Helm"  			188	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
73	2	0	2	2	1	1	0	"God Of War Helm"  			188	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
74	2	0	2	2	1	1	0	"Zeus Helm"  				188	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
75	2	0	2	2	1	1	0	"Odin Helm"  				188	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
76	2	0	2	2	1	1	0	"Wonkog Helm"  				188	205	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
77	2	0	2	2	1	1	0	"Reliquia 01 Helm"  			255	210	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
78	2	0	2	2	1	1	0	"Warrior Helm"  			200	210	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
79	2	0	2	2	1	1	0	"Darck [Ed.Limitado] Helm"  		255	255	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
80	2	0	2	2	1	1	0	"Chronus Helm"  			200	210	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
81	2	0	2	2	1	1	0	"Demon Blue Helm"  			200	210	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
82	2	0	2	2	1	1	0	"Natal [M] Helm"  			200	210	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
83	2	0	2	2	1	1	0	"Ice Helm"  				200	210	0	255	380	170	60	0	0	0	0	1	1	1	1	1	1
